Image Filename,Coefficients
353.png,[ 0.0173016  -0.0548515   0.10628097 -0.01355145]
354.png,[ 0.09150682 -0.19412598  0.19348411 -0.02843034]
355.png,[-0.07894715  0.146346   -0.02665142  0.02332952]
356.png,[-0.08889158  0.15185151 -0.02020591  0.02733651]
357.png,[-0.04668653  0.09791639  0.00145986  0.02550741]
358.png,[-0.31874638  0.63584359 -0.31712359  0.0829964 ]
359.png,[-0.23472037  0.44152196 -0.17811611  0.06103342]
360.png,[-0.21003584  0.39130921 -0.13820046  0.05369475]
361.png,[-0.29066686  0.544262   -0.21528235  0.06464708]
362.png,[-0.0274468   0.08268326  0.01443326  0.04299788]
363.png,[-0.10191743  0.19986816 -0.02488778  0.04540688]
364.png,[-0.17948367  0.38178424 -0.15777577  0.08151203]
365.png,[-0.19134914  0.39361402 -0.14591067  0.07569215]
366.png,[-0.18370512  0.40070323 -0.16787129  0.09182202]
367.png,[-0.26382988  0.37458715 -0.02972589  0.06218172]
368.png,[ 0.52106922 -0.87887543  0.57961294 -0.01908289]
369.png,[-0.12018104  0.07784726  0.16602038  0.0332043 ]
370.png,[-0.1891197   0.21048499  0.10496562  0.0413599 ]
371.png,[-0.22818777  0.25832869  0.10443494  0.03940962]
372.png,[ 0.02431297 -0.2286873   0.41273668 -0.02687438]
373.png,[ 0.44118251 -0.70716358  0.50408733  0.00698534]
374.png,[-0.30061634  0.42507169  0.0008031   0.0734114 ]
375.png,[ 0.42426826 -0.68919455  0.52108225  0.00398931]
376.png,[ 0.53528175 -0.88994554  0.63179213 -0.01055954]
377.png,[-0.24476466  0.32163164  0.08252593  0.06272968]
378.png,[-0.32720205  0.48790873 -0.00842505  0.07559033]
379.png,[-0.3445851   0.50631586  0.00065239  0.07272367]
380.png,[ 0.42458136 -0.68006053  0.55334652 -0.00213555]
381.png,[-0.81147007  1.45593426 -0.58559946  0.15850064]
382.png,[-0.33218871  0.69238177 -0.21548339  0.08467216]
383.png,[-0.74256215  1.33423493 -0.51322432  0.152637  ]
384.png,[-0.77265428  1.38723071 -0.53642918  0.15550961]
385.png,[-0.22373939  0.53169252 -0.16686288  0.10689276]
386.png,[-0.73952647  1.36065654 -0.53737991  0.15679208]
