Image Filename,Coefficients
306.png,[ 0.02610102  0.48643244 -0.51203516 -0.14078902]
307.png,[-0.12899149  0.76154207 -0.64522333 -0.12244504]
308.png,[-0.10321358  0.71683203 -0.62957372 -0.11938606]
309.png,[-0.0362681   0.5971394  -0.56251993 -0.13094808]
310.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
311.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
312.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
313.png,[ 0.09572711  0.3354454  -0.38581348 -0.16933189]
314.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
315.png,[ 0.0118122   0.50711861 -0.4926328  -0.15184971]
316.png,[ 0.09721644  0.33048109 -0.38160232 -0.17015904]
317.png,[ 0.01126176  0.5204316  -0.51745284 -0.13884508]
318.png,[-0.0198784   0.56745466 -0.53340555 -0.13983282]
319.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
320.png,[-0.02987853  0.58639189 -0.54206292 -0.13981757]
321.png,[-0.02746196  0.5818572  -0.54718105 -0.13602404]
322.png,[ 0.02946463  0.48681988 -0.49975824 -0.1409211 ]
323.png,[-0.00856944  0.54582529 -0.52011812 -0.14259626]
324.png,[ 0.02946463  0.48681988 -0.49975824 -0.1409211 ]
325.png,[ 0.07037868  0.39739782 -0.42934253 -0.1619249 ]
326.png,[ 0.0279756   0.49178363 -0.50396908 -0.140094  ]
327.png,[-0.0116751   0.55277911 -0.52436772 -0.14189369]
328.png,[ 0.0279756   0.49178363 -0.50396908 -0.140094  ]
329.png,[-0.03136735  0.59135523 -0.54627353 -0.13899051]
330.png,[-0.02050812  0.56343575 -0.53083278 -0.14088011]
331.png,[-0.03689199  0.60492655 -0.55845244 -0.13497229]
332.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
333.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
334.png,[-0.01316429  0.55774321 -0.52857879 -0.14106655]
335.png,[-0.00110858  0.52833931 -0.51322631 -0.14283145]
336.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
337.png,[-0.06066178  0.66059936 -0.59456964 -0.13053891]
338.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
339.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
340.png,[-0.01005837  0.55078879 -0.52432879 -0.1417692 ]
341.png,[ 0.07752361  0.36905831 -0.40350876 -0.16725576]
342.png,[-0.0233428   0.57121121 -0.53689677 -0.13967821]
343.png,[ 0.11060165  0.29237389 -0.36254709 -0.17200289]
344.png,[-0.03136735  0.59135523 -0.54627353 -0.13899051]
345.png,[ 0.09167672  0.33578582 -0.37961065 -0.17237651]
346.png,[-0.02737149  0.57928206 -0.53564172 -0.14166149]
347.png,[-0.02826214  0.58440221 -0.54202437 -0.13969302]
348.png,[-0.0534787   0.63654903 -0.57610874 -0.13277168]
349.png,[-0.03136735  0.59135523 -0.54627353 -0.13899051]
350.png,[-0.02826214  0.58440221 -0.54202437 -0.13969302]
351.png,[-0.02575527  0.57729276 -0.5356034  -0.14153689]
352.png,[-0.0534787   0.63654903 -0.57610874 -0.13277168]
353.png,[-0.01543283  0.55976015 -0.52764001 -0.14210389]
354.png,[-0.0100999   0.53230849 -0.48973629 -0.1589018 ]
355.png,[-0.02826214  0.58440221 -0.54202437 -0.13969302]
356.png,[-0.02826214  0.58440221 -0.54202437 -0.13969302]
357.png,[-0.0534787   0.63654903 -0.57610874 -0.13277168]
358.png,[-0.08898443  0.71970085 -0.63290412 -0.12291491]
359.png,[-0.06066178  0.66059936 -0.59456964 -0.13053891]
360.png,[ 0.09205856  0.32608474 -0.35944408 -0.18404134]
361.png,[-0.03963038  0.60621454 -0.5537131  -0.13825579]
362.png,[ 0.08062933  0.36210432 -0.39925904 -0.16795836]
363.png,[-0.02826214  0.58440221 -0.54202437 -0.13969302]
364.png,[ 0.0482294   0.43830201 -0.45180463 -0.1588042 ]
365.png,[-0.01150218  0.53993312 -0.51962658 -0.14161402]
366.png,[ 0.08313603  0.35499513 -0.3928382  -0.16980222]
367.png,[-0.08337209  0.70563782 -0.62223365 -0.12546136]
368.png,[-0.02784976  0.58334791 -0.54038906 -0.14062964]
369.png,[ 0.09376895  0.32115343 -0.37518881 -0.17155013]
370.png,[-0.01890048  0.55124771 -0.52303278 -0.14225918]
371.png,[-0.03035634  0.59045687 -0.54680977 -0.1387858 ]
372.png,[-0.03346223  0.59741119 -0.55105968 -0.13808317]
373.png,[-0.05263571  0.63274421 -0.58039731 -0.13212641]
