Image Filename,Coefficients
411.png,[-0.16535948  0.3546533   0.18822705  0.11327303]
412.png,[-0.17198912  0.38212679  0.17303205  0.11692525]
413.png,[-0.30672228  0.67627261 -0.02067126  0.1588962 ]
414.png,[-0.06167308  0.19024385  0.28857008  0.09915527]
415.png,[-0.07345575  0.2172942   0.28163011  0.0992503 ]
416.png,[-0.26237811  0.6170006   0.01735917  0.15570077]
417.png,[-0.30384086  0.70361753 -0.02549901  0.16216793]
418.png,[-0.30909614  0.73398779 -0.04954793  0.16844147]
419.png,[-0.2507322   0.6252092   0.02640169  0.15558799]
420.png,[-0.32786103  0.81118632 -0.10851893  0.18963835]
421.png,[-0.15173062  0.46926962  0.10463546  0.15929666]
422.png,[-0.24545808  0.62985189  0.03859703  0.16899227]
423.png,[-0.17863624  0.50184322  0.12082413  0.1602373 ]
424.png,[-0.13617407  0.45873008  0.12718505  0.15837805]
425.png,[-0.16697819  0.50367695  0.12065311  0.15882674]
426.png,[-0.11809322  0.38993017  0.19975106  0.153004  ]
427.png,[-0.10056877  0.38644371  0.19536366  0.15651536]
428.png,[-0.03664661  0.25993844  0.29262513  0.14072665]
429.png,[-0.0910618   0.40207489  0.18894961  0.16436708]
430.png,[-0.09056135  0.38423581  0.21683279  0.15770354]
431.png,[0.01098511 0.20424079 0.31853013 0.14701387]
