Image Filename,Coefficients
186.png,[-1.34442196  1.17800875 -0.62334887 -0.14061384]
187.png,[-1.43058862  1.32122358 -0.69487784 -0.13043353]
188.png,[-1.64804262  1.78392307 -1.00830403 -0.06370043]
189.png,[-1.42102601  1.30242955 -0.68476752 -0.13129594]
190.png,[-1.6187694   1.73879732 -0.99008479 -0.06561351]
191.png,[-1.39338042  1.25271736 -0.65958039 -0.13493326]
192.png,[-1.42049657  1.30581661 -0.68988007 -0.13016298]
193.png,[-1.59419928  1.68336387 -0.95176425 -0.07373693]
194.png,[-1.61064712  1.71255247 -0.96878002 -0.0697985 ]
195.png,[-1.38313374  1.2351891  -0.65013905 -0.13690094]
196.png,[-1.40460164  1.27262369 -0.66805217 -0.13457952]
197.png,[-1.58161159  1.65980909 -0.94079225 -0.07395055]
198.png,[-1.38351098  1.23786796 -0.65301245 -0.13627194]
199.png,[-1.39440017  1.25770304 -0.66270344 -0.13496842]
200.png,[-1.39828328  1.25824942 -0.65634718 -0.13813187]
201.png,[-1.43486372  1.32481699 -0.69648933 -0.13034197]
202.png,[-1.64558428  1.77748718 -1.00522352 -0.06476631]
203.png,[-1.57498726  1.65181771 -0.93656727 -0.07643267]
204.png,[-1.39306998  1.25917197 -0.66715598 -0.1338405 ]
205.png,[-1.38234174  1.2400889  -0.65841874 -0.13438246]
206.png,[-1.44394711  1.3260124  -0.68435884 -0.13597797]
207.png,[-1.45080391  1.33860737 -0.69186362 -0.1343417 ]
208.png,[-1.41836696  1.29570972 -0.68157535 -0.13237322]
209.png,[-1.64327763  1.75369569 -0.97593563 -0.07415582]
210.png,[-1.40518694  1.27605782 -0.67534174 -0.13212277]
211.png,[-1.41591835  1.29515249 -0.68408753 -0.13157939]
212.png,[-1.40753242  1.29029608 -0.68827714 -0.12880609]
213.png,[-1.62577028  1.71890646 -0.9724784  -0.06989752]
214.png,[-1.52123074  1.56671368 -0.89662303 -0.08045713]
215.png,[-1.50218443  1.58903168 -0.9254695  -0.074097  ]
216.png,[-1.37704569  1.34726047 -0.78757183 -0.09410749]
217.png,[-1.4497718   1.50231416 -0.88013477 -0.07964851]
218.png,[-0.18772565 -1.34093414  1.37126425 -0.69795687]
219.png,[-1.24943352  1.21694638 -0.75376655 -0.08370883]
220.png,[-1.22203907  1.20219158 -0.75694121 -0.08197097]
221.png,[-1.08170353  0.95602875 -0.6146933  -0.10281954]
222.png,[-1.07347724  0.96128913 -0.61310054 -0.10425415]
223.png,[-0.90859747  0.67354791 -0.44999012 -0.12867789]
224.png,[-0.96531175  0.81636654 -0.53508514 -0.11470862]
225.png,[-0.84323879  0.60335865 -0.39962239 -0.13558966]
226.png,[-0.85905485  0.72659842 -0.53771842 -0.09345347]
227.png,[-0.79512263  0.62410598 -0.4818662  -0.10323532]
228.png,[-0.72080759  0.50452326 -0.41654739 -0.11351163]
229.png,[-0.68503623  0.49288592 -0.41763177 -0.11342455]
230.png,[-0.68891125  0.52487934 -0.4425833  -0.10948071]
231.png,[-0.61101612  0.40299867 -0.38231055 -0.11684798]
232.png,[-0.5737168   0.36082947 -0.36926076 -0.11635258]
233.png,[-0.50949036  0.27865056 -0.32585025 -0.12100092]
234.png,[-0.55628102  0.36329213 -0.35582185 -0.12176113]
235.png,[-0.30490533 -0.15559922  0.01694442 -0.22546361]
236.png,[-0.26002596 -0.2111547   0.05381582 -0.23191997]
237.png,[-0.15828272 -0.40358415  0.15914896 -0.24512405]
238.png,[-0.28956982 -0.0387744  -0.14396608 -0.14999709]
239.png,[-0.2386426  -0.10712153 -0.10028502 -0.1570476 ]
240.png,[-0.30754874  0.01816171 -0.17241709 -0.14325349]
241.png,[-0.12314952 -0.36814619  0.12279976 -0.23351493]
242.png,[-0.0268712  -0.54481239  0.23157953 -0.24201212]
243.png,[-0.03364989 -0.48975734  0.18161739 -0.2257312 ]
244.png,[-0.15227299 -0.23640298  0.00856574 -0.1810012 ]
245.png,[-0.17593311 -0.16945207 -0.03257052 -0.17232978]
246.png,[-0.06732842 -0.35977017  0.07387697 -0.18489639]
247.png,[-0.10660568 -0.28140203  0.04726502 -0.1794824 ]
248.png,[ 0.03055859 -0.53350505  0.19189832 -0.19741808]
249.png,[-0.01358048 -0.43207409  0.14038241 -0.18841593]
250.png,[-0.01056405 -0.38455407  0.07596813 -0.168133  ]
251.png,[-0.05422375 -0.30283052  0.0409019  -0.16300384]
252.png,[-0.00884429 -0.3808376   0.09377621 -0.17101326]
253.png,[-0.00745179 -0.37683766  0.09701799 -0.17215676]
254.png,[ 0.06816068 -0.51365463  0.18523973 -0.18556911]
255.png,[ 0.03290537 -0.4371338   0.14715458 -0.18011656]
256.png,[ 0.06364802 -0.4886329   0.17437527 -0.1801344 ]
257.png,[-0.11208516 -0.1193537  -0.05802487 -0.12980971]
258.png,[-0.0838102  -0.16239173 -0.02767371 -0.13520556]
259.png,[-0.1417738  -0.05544665 -0.07405538 -0.12834175]
260.png,[-0.05657756 -0.21839626  0.03055024 -0.14506871]
261.png,[-0.07959028 -0.18076997  0.02204119 -0.14168429]
262.png,[-0.01380145 -0.29331424  0.0901093  -0.15165236]
263.png,[-0.06530449 -0.22105886  0.07630936 -0.15219151]
264.png,[-0.17571484  0.04251903 -0.11242283 -0.10766607]
265.png,[-0.03833468 -0.20243976  0.02028378 -0.12099015]
266.png,[-0.05261157 -0.1879293   0.02944331 -0.12326188]
267.png,[-0.06618337 -0.15233275  0.02151709 -0.12224857]
268.png,[ 0.0057763  -0.3041142   0.11267018 -0.13034021]
269.png,[ 0.0442492  -0.36621688  0.15231113 -0.13657958]
270.png,[ 0.06167448 -0.40407308  0.19106304 -0.14239744]
271.png,[ 0.04446834 -0.39144152  0.20255024 -0.14701681]
272.png,[ 0.05304375 -0.38258031  0.18638411 -0.13660392]
273.png,[-0.00112791 -0.24178288  0.07424009 -0.10195606]
274.png,[-0.01519425 -0.21687806  0.07168153 -0.10311357]
275.png,[-0.11572457 -0.02352436 -0.02795338 -0.08629215]
276.png,[-0.03820082 -0.17922672  0.06726305 -0.10050994]
277.png,[-0.02818856 -0.19687269  0.08474044 -0.10353011]
278.png,[ 0.02294158 -0.27406169  0.12120125 -0.10198491]
279.png,[-0.00448442 -0.20917616  0.08195982 -0.0956433 ]
280.png,[ 0.04629585 -0.31394447  0.15290001 -0.10602486]
281.png,[ 0.01297623 -0.26966995  0.1513812  -0.10866154]
282.png,[ 0.01763692 -0.26270813  0.14257558 -0.10668824]
283.png,[-0.01924243 -0.20813147  0.12812732 -0.10646369]
284.png,[-0.038734   -0.15489785  0.09095555 -0.10002215]
285.png,[ 0.0949663  -0.42805593  0.26670125 -0.12790202]
286.png,[ 0.12373    -0.46501527  0.27736958 -0.12732291]
287.png,[ 0.08631591 -0.38482914  0.23158741 -0.12017355]
288.png,[ 0.12364122 -0.44079514  0.25880628 -0.12404448]
289.png,[-0.04682959 -0.08485013  0.03164841 -0.07568112]
290.png,[ 0.00218431 -0.16040228  0.06605696 -0.08019453]
291.png,[ 0.09515307 -0.3167328   0.14041086 -0.08326514]
292.png,[ 0.18049113 -0.48134676  0.23650842 -0.09626072]
293.png,[ 0.17975348 -0.4694863   0.22890315 -0.09524551]
294.png,[ 0.20132246 -0.50106036  0.2501923  -0.09883577]
295.png,[ 0.16923839 -0.4586375   0.24247039 -0.0998943 ]
296.png,[ 0.15569958 -0.4215258   0.22152931 -0.09577074]
297.png,[ 0.18575146 -0.47070513  0.24703617 -0.1000512 ]
298.png,[ 0.18530775 -0.45248533  0.23482087 -0.09776254]
299.png,[ 0.11858272 -0.32270528  0.16095059 -0.08517919]
300.png,[ 0.01838828 -0.09827154  0.0017999  -0.04615603]
301.png,[-0.01109244 -0.03760991 -0.03044606 -0.04177606]
302.png,[ 0.08643569 -0.2383757   0.09427261 -0.05984915]
303.png,[-0.01235537  0.01635233 -0.10904941 -0.00669254]
304.png,[-0.02570976  0.03918668 -0.11512642 -0.00733604]
305.png,[-0.0730893   0.11588109 -0.1428903  -0.00440811]
306.png,[ 0.03756532 -0.09915591 -0.01068582 -0.02466023]
307.png,[ 0.05130615 -0.12120804  0.00309095 -0.02688909]
308.png,[ 0.02529496 -0.08271237 -0.00545781 -0.02637947]
309.png,[-0.06452956  0.07772681 -0.08424329 -0.01508535]
310.png,[-0.03845824  0.0567569  -0.08205377 -0.01452146]
311.png,[-0.05408178  0.09725329 -0.11155639 -0.0082171 ]
312.png,[-0.11299035  0.17595758 -0.12447776 -0.01023776]
313.png,[ 0.17190288 -0.33376451  0.13615632 -0.03785296]
314.png,[ 0.05552634 -0.11078239  0.01968222 -0.02136992]
315.png,[ 0.07650603 -0.17620549  0.07865072 -0.03332494]
316.png,[ 0.0130199  -0.05599077  0.02075609 -0.02567693]
317.png,[ 0.19158876 -0.36421235  0.17941399 -0.0449288 ]
318.png,[ 0.2206919  -0.4279017   0.22225818 -0.04514918]
319.png,[ 0.16610344 -0.32548433  0.15585169 -0.01955898]
320.png,[ 0.09869867 -0.19857237  0.10672034 -0.01539795]
321.png,[ 0.11778492 -0.28388572  0.18633529 -0.0215953 ]
322.png,[ 0.17177813 -0.40345906  0.28042337 -0.03608662]
323.png,[ 0.22297083 -0.48966201  0.32346701 -0.04190931]
324.png,[ 0.09354877 -0.24619187  0.19910708 -0.02465211]
325.png,[ 0.01942832 -0.08035515  0.08691689  0.00219072]
326.png,[-0.09613676  0.16758439 -0.10175979  0.05770892]
327.png,[-0.05117774  0.11933686 -0.08837995  0.05705267]
328.png,[ 0.10757408 -0.1978711   0.13362919  0.00333231]
329.png,[-0.03003797  0.03585367  0.02291527  0.01757741]
330.png,[-0.08206111  0.22441449 -0.15311832  0.06632705]
331.png,[-0.26644142  0.49582049 -0.2540347   0.07543087]
332.png,[-0.18030335  0.37171879 -0.19764992  0.06812704]
333.png,[-0.14876429  0.3102828  -0.15442774  0.06071218]
334.png,[-0.23195865  0.47079366 -0.23641659  0.07223743]
335.png,[-0.14117214  0.26355777 -0.0891541   0.04891865]
336.png,[-0.2454073   0.45514639 -0.18585779  0.06128219]
337.png,[-0.18556437  0.32699312 -0.09300471  0.04575296]
338.png,[-0.05657195  0.1032932   0.01709911  0.04025362]
339.png,[-0.0520437   0.11691847  0.00491098  0.04118215]
340.png,[-0.13840231  0.24603327 -0.03592403  0.04373885]
341.png,[-0.30418641  0.61667942 -0.28952925  0.09962891]
342.png,[-0.1812938   0.35647222 -0.11680154  0.07282482]
343.png,[-0.19418742  0.40198427 -0.15460217  0.08509264]
344.png,[-0.26361818  0.51376205 -0.19326861  0.08778383]
345.png,[-0.15250658  0.30721593 -0.07013274  0.06954232]
346.png,[-0.18826447  0.3620614  -0.08315104  0.070033  ]
347.png,[-0.05171105  0.05048332  0.17177667 -0.00641201]
348.png,[-0.14071703  0.26291486 -0.00261715  0.05754774]
349.png,[-0.17512187  0.32124776 -0.01802264  0.05758942]
350.png,[-0.17797479  0.33508266 -0.02916081  0.06625393]
351.png,[-0.15725171  0.27117372  0.02885558  0.05600691]
